identifier,entityName,attributeName,attributeDefinition,attributeLabel,attributeUnit,ECSO_,who,notes
doi:10.18739/A2408F,sap_Y4_forR.csv,S16,"Readings from sensor 16, see plant_information.csv for more information",,celsius,00002477,SC,
doi:10.18739/A2408F,T_mmol_out.csv,S16,"Readings from sensor 16, see plant_information.csv for more information",,microMolePerSquaredMeterPerSecond,00002477,SC,
doi:10.18739/A2408F,Gs_mmol_out.csv,S16,"Readings from sensor 16, see plant_information.csv for more information",,microMolePerSquaredMeterPerSecond,00002477,SC,
doi:10.18739/A2408F,Gs_mmol_out.csv,S17,"Readings from sensor 17, see plant_information.csv for more information",,microMolePerSquaredMeterPerSecond,00002477,SC,
doi:10.18739/A2408F,T_mmol_out.csv,S17,"Readings from sensor 17, see plant_information.csv for more information",,microMolePerSquaredMeterPerSecond,00002477,SC,
doi:10.18739/A2408F,sap_Y4_forR.csv,S2,"Readings from sensor 2, see plant_information.csv for more information",,celsius,00002477,SC,
doi:10.18739/A2408F,sap_Y4_forR.csv,S3,"Readings from sensor 3, see plant_information.csv for more information",,celsius,00002477,SC,
doi:10.18739/A2408F,Gs_mmol_out.csv,S3,"Readings from sensor 3, see plant_information.csv for more information",,microMolePerSquaredMeterPerSecond,00002477,SC,
doi:10.18739/A2408F,T_mmol_out.csv,S3,"Readings from sensor 3, see plant_information.csv for more information",,microMolePerSquaredMeterPerSecond,00002477,SC,
doi:10.18739/A2408F,sap_Y4_forR.csv,S4,"Readings from sensor 4, see plant_information.csv for more information",,celsius,00002477,SC,
doi:10.18739/A2408F,Gs_mmol_out.csv,S4,"Readings from sensor 4, see plant_information.csv for more information",,microMolePerSquaredMeterPerSecond,00002477,SC,
doi:10.18739/A2408F,T_mmol_out.csv,S4,"Readings from sensor 4, see plant_information.csv for more information",,microMolePerSquaredMeterPerSecond,00002477,SC,
doi:10.18739/A2408F,sap_Y4_forR.csv,S5,"Readings from sensor 5, see plant_information.csv for more information",,celsius,00002477,SC,
doi:10.18739/A2408F,Gs_mmol_out.csv,S5,"Readings from sensor 5, see plant_information.csv for more information",,microMolePerSquaredMeterPerSecond,00002477,SC,
doi:10.18739/A2408F,T_mmol_out.csv,S5,"Readings from sensor 5, see plant_information.csv for more information",,microMolePerSquaredMeterPerSecond,00002477,SC,
doi:10.18739/A2408F,sap_Y4_forR.csv,S6,"Readings from sensor 6, see plant_information.csv for more information",,celsius,00002477,SC,
doi:10.18739/A2408F,sap_Y4_forR.csv,S7,"Readings from sensor 7, see plant_information.csv for more information",,celsius,00002477,SC,
doi:10.18739/A2408F,Gs_mmol_out.csv,S7,"Readings from sensor 7, see plant_information.csv for more information",,microMolePerSquaredMeterPerSecond,00002477,SC,
doi:10.18739/A2408F,T_mmol_out.csv,S7,"Readings from sensor 7, see plant_information.csv for more information",,microMolePerSquaredMeterPerSecond,00002477,SC,
doi:10.18739/A2408F,sap_Y4_forR.csv,S8,"Readings from sensor 8, see plant_information.csv for more information",,celsius,00002477,SC,
doi:10.18739/A2408F,Gs_mmol_out.csv,S8,"Readings from sensor 8, see plant_information.csv for more information",,microMolePerSquaredMeterPerSecond,00002477,SC,
doi:10.18739/A2408F,T_mmol_out.csv,S8,"Readings from sensor 8, see plant_information.csv for more information",,microMolePerSquaredMeterPerSecond,00002477,SC,
doi:10.18739/A2408F,sap_Y4_forR.csv,S9,"Readings from sensor 9, see plant_information.csv for more information",,celsius,00002477,SC,
doi:10.18739/A2408F,Gs_mmol_out.csv,S9,"Readings from sensor 9, see plant_information.csv for more information",,microMolePerSquaredMeterPerSecond,00002477,SC,
doi:10.18739/A2408F,T_mmol_out.csv,S9,"Readings from sensor 9, see plant_information.csv for more information",,microMolePerSquaredMeterPerSecond,00002477,SC,
doi:10.18739/A2408F,plant_information.csv,sensor.id,Sensor id for 1-17,,,00002477,SC,
doi:10.18739/A2S46H57S,sapflow sensor information 2016,Sensor,Unique sensor ID in each stand,,,00002477,SC,
doi:10.18739/A2MP4VN1H,Gradistr_0D1507.csv,Core_name,Core name,,,00002478,SC,
doi:10.18739/A2CN6XZ7H,LakeFog2-Data_final_report-n-acids.csv,Site/Hole,Core number,,,00002478,SC,
doi:10.18739/A2CN6XZ7H,LakeFog2-Data_final_report-magnetic_susceptibility.csv,Core,Core that measurement was performed on,,,00002478,SC,
doi:10.18739/A27N5S,mean composite depth,identifier,Core with correspondant sediment sample depth ID (used to import MCD and age),,,00002478,SC,
doi:10.18739/A27N5S,Cladoceran and crusteceans,Identifier,Core with correspondant sediment sample depth ID (used to import MCD and age),,,00002478,SC,
doi:10.18739/A27N5S,carbon nitrogen,Identifier,Core with correspondant sediment sample depth ID (used to import MCD and age),,,00002478,SC,
doi:10.18739/A27N5S,pollen and fungus,Identifier,Core with correspondant sediment sample depth ID (used to import MCD and age),,,00002478,SC,
doi:10.18739/A27N5S,Chironomidae and other insects,Identifier,Core with correspondant sediment sample depth ID (used to import MCD and age),,,00002478,SC,
doi:10.18739/A27N5S,diatoms and plankton-like creatures,Identifier,Core with correspondant sediment sample depth ID (used to import MCD and age),,,00002478,SC,
doi:10.18739/A27N5S,tephras and loss on ignition,Identifier,Core with correspondant sediment sample depth ID (used to import MCD and age),,,00002478,SC,
doi:10.18739/A27N5S,Greyscale reflectance and magentic susceptibility,Identifier_MCD,Core with correspondant sediment sample depth ID (used to import MCD and age),,,00002478,SC,
doi:10.18739/A27N5S,14C results from UCI,Drive_ID,drive id,,,00002478,SC,
doi:10.18739/A2C29P,Polaris_2017_Lake_Sediment.csv,Sample ID,"First number corresponds to Core #, second number corresponds to Lake #, and third number corresponds to subsection # (highest being the shallowest (top) of the core)",,,00002478,SC,
doi:10.18739/A27N5S,mean composite depth,Core_ID,identification code for core,,,00002478,SC,
doi:10.18739/A27N5S,carbon nitrogen,identifier-MCD,Identifier composed of core site and MCD ,,,00002478,SC,
doi:10.18739/A27N5S,diatoms and plankton-like creatures,Identifier-MCD,Identifier composed of core site and MCD ,,,00002478,SC,
doi:10.18739/A27N5S,tephras and loss on ignition,Identifier-MCD,Identifier composed of core site and MCD ,,,00002478,SC,
doi:10.18739/A27N5S,pollen and fungus,Identifier-MCD,Identifier composed of core site and MCD ,,,00002478,SC,
doi:10.18739/A27N5S,mean composite depth,Identifier-MCD,Identifier composed of core site and MCD ,,,00002478,SC,
doi:10.18739/A27N5S,Cladoceran and crusteceans,Identifier-MCD,Identifier composed of core site and MCD ,,,00002478,SC,
doi:10.18739/A27N5S,Chironomidae and other insects,Identifier-MCD,Identifier composed of core site and MCD ,,,00002478,SC,
doi:10.18739/A2MP4VN1H,OD1507MCtopsqXRD.csv,Core_id,Name of core,,,00002478,SC,
doi:10.18739/A2MP4VN1H,OD1507_cores_qXRD_mineralogy.csv,Core_id,Name of core,,,00002478,SC,
doi:10.18739/A2MP4VN1H,OD1507_Core_Cutter_qXRD_mineralogy.csv,Core_number,Name of core,,,00002478,SC,
doi:10.18739/A2CN6XZ7H,LakeFog2-Data_final_report-sediment_geochemistry.csv,Site/Hole,Sediment core,,,00002478,SC,
doi:10.18739/A2CN6XZ7H,UpperCapsuleLake-Data-final_report-sed_geochemistry.csv,Core id,Sediment core measurements were made,,,00002478,SC,
doi:10.18739/A2CN6XZ7H,UpperCapsuleLake-Data-final_report-diatoms-revised.csv,core,Sediment core used for measurement,,,00002478,SC,
doi:10.18739/A2CN6XZ7H,LakeE5-Data_Final_report_reflectance-revised.csv,core,Sediment core used for measurement,,,00002478,SC,
doi:10.18739/A27N5S,diatoms and plankton-like creatures,core,specific core drive included in the MCD and sampled,,,00002478,SC,
doi:10.18739/A27N5S,carbon nitrogen,core,specific core drive included in the MCD and sampled,,,00002478,SC,
doi:10.18739/A27N5S,Cladoceran and crusteceans,core,specific core drive included in the MCD and sampled,,,00002478,SC,
doi:10.18739/A27N5S,tephras and loss on ignition,Core_Drive,specific core drive included in the MCD and sampled,,,00002478,SC,
doi:10.18739/A27N5S,pollen and fungus,CoreDrive,specific core drive included in the MCD and sampled,,,00002478,SC,
doi:10.18739/A27N5S,Chironomidae and other insects,CoreDrive,specific core drive included in the MCD and sampled,,,00002478,SC,
doi:10.18739/A2CN6XZ7H,ToolikLake-Data-final_report-Magnetic_susceptibility.csv,Core,Specific core measurement was made on,,,00002478,SC,
doi:10.18739/A2CN6XZ7H,ToolikLake-Data-final_report-n-acids.csv,Site/Hole,specific sediment core analyzed,,,00002478,SC,
doi:10.18739/A2CN6XZ7H,UpperCapsuleLake-Data-final_report-magnetic_susceptibility.csv,Core,specific sediment core measured,,,00002478,SC,
doi:10.18739/A2CN6XZ7H,UpperCapsuleLake-Data-final_report-acids.csv,Core id,Specific sediment core that measurements were made on,,,00002478,SC,
doi:10.18739/A2CN6XZ7H,LakeE5-Data_Final_report_Sed_Geochemistry.csv,Core,Specific sediment core used for the measurements,,,00002478,SC,
doi:10.18739/A2CN6XZ7H,LakeE5-Data_Final_report_diatom-revised.csv,CORE,Specific sediment cores used for diatom counting,,,00002478,SC,
doi:10.18739/A2CN6XZ7H,LakeE5-Data_Final_report_magnetic_susceptibility.csv,CORE,"The sediment core scanned (i.e., E5-1A)",,,00002478,SC,
doi:10.18739/A21C55,2000shsoilresp.csv,soilmoist,"soil moisture measured near the two collars ""milivolts (these are raw TDR data, and have not been calibrated against volumetric soil moisture)""",,millivolt,00002479,SC,
doi:10.18739/A2M03XW8K,Table_3.2A_Transect3_characteristics.csv,SITE _MOISTURE,Site moisture code,,,00002480,SC,
doi:10.18739/A2M03XW8K,Table_3.2C_Transect5_characteristics.csv,SITE _MOISTURE,Site moisture information,,,00002480,SC,
doi:10.18739/A2M03XW8K,Table_3.2B_Transect4_characteristics.csv,SITE _MOISTURE,Site moisture information,,,00002480,SC,
doi:10.18739/A2129K,AMF_US-Atq_BASE_HH_1-1.csv,SW_DIF,"Shortwave radiation, diffuse incoming",,wattsPerSquareMeter,00002481,SC,
doi:10.18739/A24S23,AMF_CA-Qfo_BASE_HH_1-1.csv,SW_DIF,"Shortwave radiation, diffuse incoming",,wattsPerSquareMeter,00002481,SC,
doi:10.18739/A27C6D,AMF_US-Ivo_BASE_HH_2-1.csv,SW_DIF,"Shortwave radiation, diffuse incoming",,wattsPerSquareMeter,00002481,SC,
doi:10.18739/A2858D,AMF_CA-Ojp_BASE_HH_1-1.csv,SW_DIF,"Shortwave radiation, diffuse incoming",,wattsPerSquareMeter,00002481,SC,
doi:10.18739/A2C289,AMF_US-ICt_BASE_HH_2-1.csv,SW_DIF,"Shortwave radiation, diffuse incoming",,wattsPerSquareMeter,00002481,SC,
doi:10.18739/A2CZ88,AMF_CA-Oas_BASE_HH_1-1.csv,SW_DIF,"Shortwave radiation, diffuse incoming",,wattsPerSquareMeter,00002481,SC,
doi:10.18739/A2H29X,AMF_US-ICs_BASE_HH_2-1.csv,SW_DIF,"Shortwave radiation, diffuse incoming",,wattsPerSquareMeter,00002481,SC,
doi:10.18739/A2HW0S,AMF_CA-Man_BASE_HH_2-1.csv,SW_DIF,"Shortwave radiation, diffuse incoming",,wattsPerSquareMeter,00002481,SC,
doi:10.18739/A2MW0Q,AMF_US-ICh_BASE_HH_2-1.csv,SW_DIF,"Shortwave radiation, diffuse incoming",,wattsPerSquareMeter,00002481,SC,
doi:10.18739/A2NS1C,AMF_CA-Gro_BASE_HH_1-1.csv,SW_DIF,"Shortwave radiation, diffuse incoming",,wattsPerSquareMeter,00002481,SC,
doi:10.18739/A2WK4M,AMF_US-Brw_BASE_HH_2-1.csv,SW_DIF,"Shortwave radiation, diffuse incoming",,wattsPerSquareMeter,00002481,SC,
doi:10.18739/A2WS05,Database_TKhydrodatabase_31_Dec_2014.csv,Feature name,Arbitrary feature names,,,00002482,SC,
doi:10.18739/A2WS05,Soil Gasses_TK_soilgasdata_22nov2013.csv,Feature,Feature Code,,,00002482,SC,
doi:10.18739/A2TR4Q,14C-CH4.csv,bubble_class,Bubble class,,,00002483,SC,
doi:10.18739/A2JZ96,ecocrflx95.csv,treatment,"c is control, e is snow removal only, h is snow removal plus soil heating at 10 cm depth using greenhouse cold frame heating cables, and plots were heated 2 hours per day",,,00002484,SC,
doi:10.18739/A2JZ96,ecocrflx96.csv,treatment,"c is control, e is snow removal only, h is snow removal plus soil heating at 10 cm depth using greenhouse cold frame heating cables, and plots were heated 2 hours per day",,,00002484,SC,
doi:10.18739/A2CD5M,ASDN_Bird_nests.csv,fail_cause,"cause of failure or undetermined status, if applicable",,,00002485,SC,
doi:10.18739/A2VT1GP7Q,Utqiagvik_nest_data.csv,fail_cause,Cause of nest failure when 'fate' = 'failed' or 'censor'.,,,00002485,SC,
doi:10.18739/A2M03XW8K,Table_3.3_plant_cover.csv,Category,Category of the species,,,00002486,SC,
doi:10.18739/A2Q67D,D4i_database_120216.csv,est_yr,Chronology System,,,00002487,SC,
doi:10.18739/A2V09B,NGRIP_database_120216.csv,est_yr_Chrono_DRI_v1,Chronology System,,,00002487,SC,
doi:10.18739/A2ZQ1G,Tunu13_database_120216.csv,est_yr_Chrono_v1,Chronology System,,,00002487,SC,
doi:10.18739/A2WS05,Database_TKhydrodatabase_31_Dec_2014.csv,Sample type,"Classificiation of the type of sample collected. Outflow (OF), water track (WT), Precipitation (PC), Snow (SN), Surface flow within a thermokarst feature (SF), Lake (LK), Stream (MS), Ground ice (IC), Soil water (SW)",,,00002488,SC,
doi:10.18739/A2MS0P,gert_SUBICE_HLY1401.csv,Type,Data type,,,00002488,SC,
doi:10.18739/A2538S,Bio_and_Chem_vs_Depth.csv,Type,If the water sample went through a filter or directly to a bag.,,,00002488,SC,
doi:10.18739/A2WS05,Site information_TKhydrodatabase_31_Dec_2014.csv,Sample type,Sample type,,,00002488,SC,
doi:10.18739/A2WS05,Database_TKhydrodatabase_31_Dec_2014.csv,Sort number,Analysis code,,Unit not found in metadata,00002489,SC,
doi:10.18739/A2GS1T,Polaris_2017_Vegetation.csv,Abbrev,"4 letter abbreviation for species; first two letters of family followed by first two letters of species. Exceptions are unknowns, which are abbreviated UL# for unknown lichen, and UM# for unknown moss, those sorted to functional group (GRAM = graminoid).",,,00002490,SC,
doi:10.18739/A2VT1GP7Q,Utqiagvik_predator_nests.csv,species,4 letter code for predator species observed.,,,00002490,SC,
doi:10.18739/A2VT1GP7Q,Utqiagvik_predator_surveys.csv,species,4 letter code for predator species observed.,,,00002490,SC,
doi:10.18739/A2VT1GP7Q,Utqiagvik_chick_shorebird_banding.csv,species,4 letter code for species associated with nest.,,,00002490,SC,
doi:10.18739/A2VT1GP7Q,Utqiagvik_egg_measurements.csv,species,4 letter code for species associated with nest.,,,00002490,SC,
doi:10.18739/A2VT1GP7Q,Utqiagvik_adult_shorebird_banding.csv,species,4 letter code for species captured.,,,00002490,SC,
doi:10.18739/A2VT1GP7Q,Utqiagvik_nest_data.csv,species,4 letter code for species captured.,,,00002490,SC,
doi:10.18739/A2VT1GP7Q,Utqiagvik_shorebird_resightings.csv,species,4 letter code for species observed.,,,00002490,SC,
doi:10.18739/A2CD5M,ASDN_Bird_captures.csv,Species,Four-letter code for the species captured,Species,,00002490,SC,
doi:10.18739/A2CD5M,ASDN_Bird_nests.csv,Species,Four-letter code for the species captured,,,00002490,SC,
doi:10.18739/A2CD5M,ASDN_Bird_resights.csv,Species,Four-letter code for the species captured,Species,,00002490,SC,
doi:10.18739/A2CD5M,ASDN_Pred_nests.csv,Species,Four-letter code of the potential predator for which a nest or den was found.,,,00002490,SC,
doi:10.18739/A2CD5M,ASDN_Lemming_trap.csv,species,Four-letter code of the species trapped,,,00002490,SC,
doi:10.18739/A2CD5M,ASDN_Pred_point_counts.csv,Species,Four-letter species code,,,00002490,SC,
doi:10.18739/A2CD5M,ASDN_Daily_pred_lemm.csv,Species,Four-letter species code name of rodents and potential predators of shorebirds,,,00002490,SC,
doi:10.18739/A2M58H,2016_Terrace_CNbiomass.csv,Species,Plant species six-letter codon abbreviation,,,00002490,SC,
doi:10.18739/A2M58H,2016_Terrace_biomass.csv,Species,Plant Species six-letter codon abbreviation,,,00002490,SC,
doi:10.18739/A2M03XW8K,Table_3.4A_Transect3_species_cover.csv,Species_Code,Six letter species codes use the first three letters of the genus and first three letters of the species name,,,00002490,SC,
doi:10.18739/A2M03XW8K,Table_3.4B_Transect4_species_cover.csv,Species_Code,Six letter species codes use the first three letters of the genus and first three letters of the species name,,,00002490,SC,
doi:10.18739/A2M03XW8K,Table_3.4C_Transect5_species_cover.csv,Species_Code,Six letter species codes use the first three letters of the genus and first three letters of the species name,,,00002490,SC,
doi:10.18739/A21C55,1999SHretrans.csv,SPECIES,"species are named with the first 3 letters of the genus and the first 3 letters of the specific epithet; e.g., Betnan is Betula nana",,,00002490,SC,
doi:10.18739/A21C55,1999SHleafnut.csv,SPECIES.,"Species are named with the first 3 letters of the genus and the first 3 letters of the specific epithet; e.g., Betnan is Betula nana",,,00002490,SC,
doi:10.18739/A21C55,2000shsoilresp.csv,collar,"a or b, referring to the two collars in each plot",,,00002491,SC,
doi:10.18739/A2R560,CO2_Flux_Friedman2012.csv,Collar,"One of: Control (soil collar with no electrode), Graphite (soil collar with unpoised graphite electrode), Exp (soil collar with poised graphite electrode (-0.1 V vs. SHE)), may or may not be combined with one of: Shallow (1-7 cm below soil surface), Deep (7-12 cm below soil surface)",,,00002491,SC,
doi:10.18739/A2R560,CH4_Flux_Friedman2012.csv,Collar,"One of: Control (soil collar with no electrode), Graphite (soil collar with unpoised graphite electrode), Exp (soil collar with poised graphite electrode (-0.1 V vs. SHE)), may or may not be combined with one of: Shallow (1-7 cm below soil surface), Deep (7-12 cm below soil surface)",,,00002491,SC,
doi:10.18739/A2CD5M,ASDN_Camp_info.csv,Field_station,Availability of field station,,,00002492,SC,
doi:10.18739/A2WZ7J,carlson_CN2015-2016_alaska.csv,remov_treatment,vegetation removal treatments,,,00002493,SC,
doi:10.18739/A2WZ7J,carlson_aboveGroundBiomass2015_Alaska,remov_treatment,vegetation removal treatments,,,00002493,SC,
doi:10.18739/A2WZ7J,carlson_vegetationHeight2015-2016_alaska.csv,remov_treatment,vegetation removal treatments,,,00002493,SC,
doi:10.18739/A2WZ7J,carlson_rootBiomass2015-2016_alaska.csv,remov_treatment,vegetation removal treatments,,,00002493,SC,
doi:10.18739/A2WZ7J,carlson_plotLevelPercentCover2015-2016_alaska.csv,remov_treatment,vegetation removal treatments,,,00002493,SC,
doi:10.18739/A2WZ7J,carlson_neighborhoodVegetation2015-2016_alaska.csv,remov_treatment,vegetation removal treatments,,,00002493,SC,
doi:10.18739/A2WZ7J,carlson_aboveGroundBiomass2016_Alaska.csv,remov_treatment,vegetation removal treatments,,,00002493,SC,
doi:10.18739/A2WZ7J,carlson_soilNitrogen2016_alaska.csv,remov_treatment,vegetation removal treatments,,,00002493,SC,
doi:10.18739/A2M03XW8K,Table_3.2A_Transect3_characteristics.csv,LANDFORM,Type of landform of site,,,00002494,SC,
doi:10.18739/A2M03XW8K,Table_3.2B_Transect4_characteristics.csv,LANDFORM,Type of landform of site,,,00002494,SC,
doi:10.18739/A2M03XW8K,Table_3.2C_Transect5_characteristics.csv,LANDFORM,Type of landform of site,,,00002494,SC,
doi:10.18739/A2CD5M,ASDN_Bird_nests.csv,dom_land,Dominant landform,,,00002494,SC,
doi:10.18739/A2VT1GP7Q,Utqiagvik_nest_data.csv,dom_land,Dominant landform of nest site.  See protocol document for detailed description.,,,00002494,SC,
doi:10.18739/A22S2G,buoy14-L3-BrO-v1-aon.txt,BrO_LTVCD_raw,Raw measurement of bromine monoxide Lower Tropospheric Vertical Column Density,,moleculesPerSquareCentimeter,00002495,SC,
doi:10.18739/A22S2G,buoy14-L3-BrO-v1-aon.txt,BrO_VCD_200_raw,Raw measurement of bromine monoxide partial vertical column density from 0-200m,,moleculesPerSquareCentimeter,00002495,SC,
doi:10.18739/A22S2G,buoy14-L3-BrO-v1-aon.txt,BrO_f200_raw,Raw bromine monoxide fraction of column in lowest 200m,,dimensionless,00002496,SC,
doi:10.18739/A22S2G,buoy14-L3-BrO-v1-aon.txt,ext361nm_200_raw,"Raw measurement of extinction 0-200m, in km^-1",,perKilometer,00002497,SC,
doi:10.18739/A2R560,CH4_Flux_Friedman2012.csv,Polygon,"Collars were arranged in three ice wedge polygons referred to as A, B and C",,,00002498,SC,
doi:10.18739/A2R560,CO2_Flux_Friedman2012.csv,Polygon,"Collars were arranged in three ice wedge polygons referred to as A, B and C",,,00002498,SC,
doi:10.18739/A2R560,CH4_fluxes_2012.csv,Collar,"Sample entry: B12. Collars were arranged in three ice wedge polygons referred to as A, B and C. It is unclear from the metadata provided what the trailing digits represent",,,00002498,SC,
doi:10.18739/A2R560,CO2_fluxes_2012.csv,Collar,"Sample entry: B12. Collars were arranged in three ice wedge polygons referred to as A, B and C. It is unclear from the metadata provided what the trailing digits represent",,,00002498,SC,
doi:10.18739/A20K2S,thule_plot_flux_2013.csv,saNDVI,saNDVI,,Unit not found in metadata,00002499,SC,
urn:uuid:8400608d-cecd-4b48-a446-4dacf4b43435,SWL15_Bottle_data v2.csv,scan,Scan,,dimensionless,00002500,SC,
doi:10.18739/A20V5P,06201.ros,scan,scan count,,number,00002500,SC,
doi:10.18739/A20V5P,06201avg.cnv,scan,scan count,,number,00002500,SC,
doi:10.18739/A20V5P,05901.ros,scan,scan count,,number,00002500,SC,
doi:10.18739/A20V5P,05301.ros,scan,scan count,,number,00002500,SC,
doi:10.18739/A20V5P,05601.cnv,scan,scan count,,number,00002500,SC,
doi:10.18739/A20V5P,05301avg.cnv,scan,scan count,,number,00002500,SC,
doi:10.18739/A20V5P,05701.cnv,scan,scan count,,number,00002500,SC,
doi:10.18739/A20V5P,06001.cnv,scan,scan count,,number,00002500,SC,
doi:10.18739/A20V5P,05701avg.cnv,scan,scan count,,number,00002500,SC,
doi:10.18739/A20V5P,05901.cnv,scan,scan count,,number,00002500,SC,
doi:10.18739/A20V5P,05801avg.cnv,scan,scan count,,number,00002500,SC,
doi:10.18739/A20V5P,05401.cnv,scan,scan count,,number,00002500,SC,
doi:10.18739/A20V5P,05501avg.cnv,scan,scan count,,number,00002500,SC,
doi:10.18739/A20V5P,05701.ros,scan,scan count,,number,00002500,SC,
doi:10.18739/A20V5P,05501.cnv,scan,scan count,,number,00002500,SC,
doi:10.18739/A20V5P,05601avg.cnv,scan,scan count,,number,00002500,SC,
doi:10.18739/A20V5P,05301.cnv,scan,scan count,,number,00002500,SC,
doi:10.18739/A20V5P,06001avg.cnv,scan,scan count,,number,00002500,SC,
doi:10.18739/A20V5P,06101.cnv,scan,scan count,,number,00002500,SC,
doi:10.18739/A20V5P,06201.cnv,scan,scan count,,number,00002500,SC,
doi:10.18739/A20V5P,05601.ros,scan,scan count,,number,00002500,SC,
doi:10.18739/A20V5P,05801.cnv,scan,scan count,,number,00002500,SC,
doi:10.18739/A20V5P,05801.ros,scan,scan count,,number,00002500,SC,
doi:10.18739/A20V5P,06101.ros,scan,scan count,,number,00002500,SC,
doi:10.18739/A20V5P,06001.ros,scan,scan count,,number,00002500,SC,
doi:10.18739/A20V5P,05401avg.cnv,scan,scan count,,number,00002500,SC,
doi:10.18739/A20V5P,05501.ros,scan,scan count,,number,00002500,SC,
doi:10.18739/A20V5P,05401.ros,scan,scan count,,number,00002500,SC,
doi:10.18739/A20V5P,05901avg.cnv,scan,scan count,,number,00002500,SC,
doi:10.18739/A20V5P,06101avg.cnv,scan,scan count,,number,00002500,SC,
doi:10.18739/A23C2N,a02002avg.cnv,scan,scan count,,number,00002500,SC,
doi:10.18739/A23C2N,g02301avg.cnv,scan,scan count,,number,00002500,SC,
doi:10.18739/A23C2N,h02401avg.cnv,scan,scan count,,number,00002500,SC,
doi:10.18739/A23C2N,c01801avg.cnv,scan,scan count,,number,00002500,SC,
doi:10.18739/A23C2N,e02101avg.cnv,scan,scan count,,number,00002500,SC,
doi:10.18739/A23C2N,d01701avg.cnv,scan,scan count,,number,00002500,SC,
doi:10.18739/A23C2N,b01901avg.cnv,scan,scan count,,number,00002500,SC,
doi:10.18739/A23C2N,f02201avg.cnv,scan,scan count,,number,00002500,SC,
doi:10.18739/A24N80,201209-SWL-0022_SCS(3)_5.cnv,scan,scan count,,number,00002500,SC,
doi:10.18739/A24N80,201209_SWL-0020_SCS(3)_3.cnv,scan,scan count,,number,00002500,SC,
doi:10.18739/A24N80,201209-SWL-0023_SCS(3)_6.cnv,scan,scan count,,number,00002500,SC,
doi:10.18739/A24N80,201209-SWL-0024_SCS(3)_7.cnv,scan,scan count,,number,00002500,SC,
doi:10.18739/A24N80,201209_SWL-0019_SCS(3)_2.cnv,scan,scan count,,number,00002500,SC,
doi:10.18739/A24N80,201209-SWL-0018_SCS(3)_1.cnv,scan,scan count,,number,00002500,SC,
doi:10.18739/A24N80,201209-SWL-0025_SCS(3)_8.cnv,scan,scan count,,number,00002500,SC,
doi:10.18739/A24N80,201209-SWL-0021_SCS(3)_4.cnv,scan,scan count,,number,00002500,SC,
doi:10.18739/A27C04,201118-SWL-0021_SCS(3)_3.cnv,scan,scan count,,number,00002500,SC,
doi:10.18739/A27C04,201118-SWL-0026_SCS(3)_8.cnv,scan,scan count,,number,00002500,SC,
doi:10.18739/A27C04,201118-SWL-0024_SCS(3)_6.cnv,scan,scan count,,number,00002500,SC,
doi:10.18739/A27C04,201118-SWL-0017_SCS(3)_1.cnv,scan,scan count,,number,00002500,SC,
doi:10.18739/A27C04,201118-SWL-0025_SCS(3)_7.cnv,scan,scan count,,number,00002500,SC,
doi:10.18739/A27C04,201118-SWL-0022_SCS(3)_4.cnv,scan,scan count,,number,00002500,SC,
doi:10.18739/A27C04,201118-SWL-0023_SCS(3)_5.cnv,scan,scan count,,number,00002500,SC,
doi:10.18739/A27C04,201118-SWL-0019_SCS(3)_2.cnv,scan,scan count,,number,00002500,SC,
doi:10.18739/A2C54T,f15501avg.cnv,scan,scan count,,number,00002500,SC,
doi:10.18739/A2C54T,h15301avg.cnv,scan,scan count,,number,00002500,SC,
doi:10.18739/A2C54T,d15101avg.cnv,scan,scan count,,number,00002500,SC,
doi:10.18739/A2C54T,i15201avg.cnv,scan,scan count,,number,00002500,SC,
doi:10.18739/A2C54T,a14801avg.cnv,scan,scan count,,number,00002500,SC,
doi:10.18739/A2C54T,b14901avg.cnv,scan,scan count,,number,00002500,SC,
doi:10.18739/A2C54T,e15601avg.cnv,scan,scan count,,number,00002500,SC,
doi:10.18739/A2C54T,g15401avg.cnv,scan,scan count,,number,00002500,SC,
doi:10.18739/A2C54T,c15001avg.cnv,scan,scan count,,number,00002500,SC,
doi:10.18739/A2KN7N,q14701avg.cnv,scan,scan count,,number,00002500,SC,
doi:10.18739/A2KN7N,o14301avg.cnv,scan,scan count,,number,00002500,SC,
doi:10.18739/A2KN7N,s14501avg.cnv,scan,scan count,,number,00002500,SC,
doi:10.18739/A2KN7N,p14401avg.cnv,scan,scan count,,number,00002500,SC,
doi:10.18739/A2KN7N,n14201avg.cnv,scan,scan count,,number,00002500,SC,
doi:10.18739/A2KN7N,m14101avg.cnv,scan,scan count,,number,00002500,SC,
doi:10.18739/A2KN7N,r14601avg.cnv,scan,scan count,,number,00002500,SC,
doi:10.18739/A2MC1X,b12501avg.cnv,scan,scan count,,number,00002500,SC,
doi:10.18739/A2MC1X,a12602avg.cnv,scan,scan count,,number,00002500,SC,
doi:10.18739/A2MC1X,h11901avg.cnv,scan,scan count,,number,00002500,SC,
doi:10.18739/A2MC1X,g12001avg.cnv,scan,scan count,,number,00002500,SC,
doi:10.18739/A2MC1X,e12202avg.cnv,scan,scan count,,number,00002500,SC,
doi:10.18739/A2MC1X,i11801avg.cnv,scan,scan count,,number,00002500,SC,
doi:10.18739/A2MC1X,f12101avg.cnv,scan,scan count,,number,00002500,SC,
